RedFighter,BlueFighter,DaysSinceFirstFight,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightMt,BlueReachMt,BlueWeightKg,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightMt,RedReachMt,RedWeightKg,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishRound,FinishRoundInSeconds,TotalFightTimeMins,DaysSinceLastFight_Red,DaysSinceLastFight_Blue,Momentum_Red,Momentum_Blue,RestTimeDif,RedTotalFights,BlueTotalFights,ActivityRatio_Red,ActivityRatio_Blue,ActivityRatioDif
Chael Sonnen,Michael Bisping,678,"Chicago, Illinois, USA", USA,Red,False,Middleweight,MALE,3,0,4,0,49.7333,0.421,0.3333,1.4,0.403,4,3,34,1,0,1,3,8,0,0,12,Orthodox,1.85,1.9,83.91,0,1,0,37.1111,0.492,0.2222,3.3333,0.518,3,4,24,1,0,0,4,0,1,0,5,Southpaw,1.85,1.88,92.99,34,32,0,3,1,7,1,10,0,8,-1,0.0,2.54,2,12.6222,0.1111,-1.9333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,112.0,56.0,-1,4,56.0,9,15,0.013254786450662739,0.022091310751104567,-0.008836524300441828
Mike Russow,Jon Olav Einemo,678,"Chicago, Illinois, USA", USA,Red,False,Heavyweight,MALE,3,1,0,0,34.0,0.48,0.0,1.0,0.25,0,1,2,0,0,0,0,0,0,0,0,Orthodox,1.98,2.06,114.76,0,3,0,16.3333,0.45,0.6667,3.6667,0.407,3,0,8,0,0,0,1,1,0,1,3,Orthodox,1.85,1.85,115.67,35,36,-1,-3,-3,-3,-1,-6,0,-2,0,12.7,20.58,-1,17.6667,-0.6667,-2.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,308.0,231.0,1,-2,77.0,3,1,0.004418262150220913,0.0014727540500736377,0.0029455081001472753
Matt Brown,Chris Cope,685,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,33.5,0.185,0.0,0.0,0.0,1,1,4,0,0,0,1,0,0,0,1,Orthodox,1.83,1.83,77.11,1,0,0,26.5,0.591,1.4,0.8,0.475,3,5,22,0,0,0,1,3,1,0,5,Orthodox,1.83,1.9,77.11,31,28,0,0,-2,-4,4,-18,0,-3,-1,0.0,-7.62,3,7.0,-1.4,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,2.0,79,6.32,77.0,91.0,-7,-1,-14.0,10,2,0.014577259475218658,0.0029154518950437317,0.011661807580174927
Dustin Poirier,Max Holloway,685,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.8,1.75,70.31,0,3,0,57.0,0.467,0.3333,2.0,0.517,3,0,8,0,0,0,2,0,1,0,3,Southpaw,1.75,1.83,70.31,23,20,0,-3,-3,-3,0,-8,0,0,-1,5.08,-7.62,3,-57.0,-0.3333,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,1.0,203,3.38,84.0,0.0,3,0,84.0,3,0,0.004373177842565598,0.0,0.004373177842565598
Rafael Natal,Michael Kuiper,685,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.83,1.85,83.91,0,1,0,28.0,0.39,0.0,2.3333,0.28,1,2,9,0,0,0,1,0,0,0,1,Orthodox,1.83,1.93,83.91,29,22,0,-1,-1,-1,2,-9,0,0,0,0.0,-7.62,7,-28.0,0.0,-2.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,182.0,0.0,-1,0,182.0,3,0,0.004373177842565598,0.0,0.004373177842565598
Matthew Riddle,Henry Martinez,685,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,1.7,1.73,70.31,2,0,0,41.625,0.526,0.625,3.25,0.553,3,3,23,0,0,0,3,1,0,0,5,Southpaw,1.85,1.88,77.11,26,28,2,0,-3,-5,3,-23,0,-1,0,-15.24,-15.24,-2,-41.625,-0.625,-3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,3.0,300,15.0,140.0,0.0,-2,0,140.0,8,0,0.011661807580174927,0.0,0.011661807580174927
Alex Caceres,Edwin Figueroa,685,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,1,0,34.0,0.515,0.5,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,Orthodox,1.7,1.75,61.23,0,1,0,39.0,0.46,0.3333,0.0,0.0,1,2,6,0,0,0,1,0,0,0,1,Southpaw,1.78,1.85,65.77,23,27,0,0,0,0,1,-1,0,1,0,-7.62,-10.16,-4,-5.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,3.0,300,15.0,84.0,174.0,-3,-1,-90.0,3,2,0.004373177842565598,0.0029154518950437317,0.001457725947521866
Nick Diaz,Carlos Condit,685,"Las Vegas, Nevada, USA", USA,Blue,True,Welterweight,MALE,5,0,4,0,33.6,0.404,1.2,0.8,0.25,4,1,11,0,0,1,0,3,0,0,4,Orthodox,1.88,1.9,77.11,0,3,0,45.3636,0.441,1.0909,1.1818,0.269,3,4,27,0,0,0,1,4,2,0,7,Southpaw,1.85,1.93,83.91,28,27,0,1,1,-3,3,-16,0,-1,-2,2.54,-2.54,1,-11.7636,0.1091,-0.3818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,5.0,300,25.0,98.0,217.0,1,3,-119.0,11,5,0.016034985422740525,0.007288629737609329,0.008746355685131196
Ed Herman,Clifford Starks,685,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,1,0,26.0,0.31,0.0,3.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,1.83,1.96,83.91,0,2,0,23.2727,0.545,0.9091,2.1818,0.52,3,5,22,1,0,0,1,2,3,0,6,Orthodox,1.85,1.96,92.99,31,30,0,-1,-2,-5,5,-19,-1,-2,-3,-2.54,0.0,1,2.7273,-0.9091,0.8182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,2.0,103,6.72,174.0,98.0,2,1,76.0,11,1,0.016034985422740525,0.0014577259475218659,0.014577259475218658
Renan Barao,Scott Jorgensen,685,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,2,0,28.5,0.465,0.0,3.0,1.0,2,0,4,0,0,0,1,1,0,0,2,Orthodox,1.65,1.68,61.23,0,2,0,41.5,0.445,0.5,3.0,0.425,2,0,4,0,0,0,1,0,1,0,2,Orthodox,1.68,1.78,61.23,25,29,0,0,0,0,0,0,0,1,-1,-2.54,-10.16,-4,-13.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,91.0,98.0,2,2,-7.0,2,2,0.0029154518950437317,0.0029154518950437317,0.0
Josh Koscheck,Mike Pierce,685,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,40.2857,0.481,0.4286,2.8571,0.436,3,2,20,0,0,1,2,1,1,0,5,Orthodox,1.73,1.78,77.11,0,1,0,18.1053,0.405,0.3684,1.7895,0.503,5,5,41,1,0,0,5,6,3,0,14,Orthodox,1.78,1.85,77.11,34,31,0,0,-2,-9,3,-21,-1,-5,-2,-5.08,-7.62,3,22.1805,0.0602,1.0677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,3.0,300,15.0,133.0,84.0,0,2,49.0,19,7,0.027696793002915453,0.01020408163265306,0.01749271137026239
Roy Nelson,Fabricio Werdum,685,"Las Vegas, Nevada, USA", USA,Blue,False,Heavyweight,MALE,3,1,0,0,22.5,0.553,0.0,0.5,0.125,2,2,7,0,0,0,0,2,0,0,2,Orthodox,1.93,1.96,104.78,0,1,0,22.0,0.408,0.0,0.6,0.3,2,2,11,1,0,0,0,3,0,0,3,Orthodox,1.83,1.83,119.29,35,34,-1,-1,0,-1,0,-4,-1,-1,0,10.16,12.7,1,0.5,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,98.0,0.0,-2,0,98.0,5,4,0.007288629737609329,0.0058309037900874635,0.0014577259475218656
Dan Stittgen,Stephen Thompson,685,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.83,1.9,77.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.85,1.8,77.11,31,28,0,0,0,0,0,0,0,0,0,-2.54,10.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,1.0,253,4.22,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0
TJ Dillashaw,Walel Watson,696,"Omaha, Nebraska, USA", USA,Red,False,Bantamweight,MALE,3,1,0,0,28.0,0.3,1.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,1.8,1.75,61.23,1,0,0,2.0,0.09,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,Orthodox,1.68,1.7,56.7,26,27,0,0,1,1,0,3,-1,1,0,12.7,5.08,-1,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,74.0,67.0,-2,-1,7.0,1,2,0.0014347202295552368,0.0028694404591104736,-0.0014347202295552368
Anton Kuivanen,Justin Salas,696,"Omaha, Nebraska, USA", USA,Blue,False,Lightweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,1.73,1.78,70.31,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.73,1.83,70.31,27,29,0,0,0,0,0,0,0,0,0,0.0,-5.08,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0
Jonathan Brookins,Vagner Rocha,696,"Omaha, Nebraska, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,32.0,0.4,2.0,1.5,0.57,1,1,5,0,0,0,0,0,1,0,1,Orthodox,1.78,1.85,70.31,1,0,0,27.5,0.425,0.0,2.0,0.14,1,1,6,1,0,0,1,0,0,0,1,Southpaw,1.83,1.85,65.77,26,29,1,1,0,0,0,-1,-1,0,1,-5.08,0.0,-3,4.5,2.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,1.0,92,1.53,151.0,151.0,-1,-1,0.0,2,2,0.0028694404591104736,0.0028694404591104736,0.0
Ivan Menjivar,John Albert,696,"Omaha, Nebraska, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,21.0,0.61,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,1.73,1.73,61.23,0,2,0,25.6667,0.387,0.6667,0.0,0.0,2,1,7,0,0,0,1,1,0,0,2,Orthodox,1.68,1.63,65.77,29,25,0,-1,-1,-1,1,-6,0,0,0,5.08,10.16,4,-4.6667,-0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,1.0,225,3.75,193.0,74.0,2,1,119.0,3,1,0.00430416068866571,0.0014347202295552368,0.002869440459110473
Tim Means,Bernardo Magalhaes,696,"Omaha, Nebraska, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.75,1.65,70.31,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.88,1.9,77.11,27,30,0,0,0,0,0,0,0,0,0,-12.7,-25.4,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0
Stefan Struve,Dave Herman,696,"Omaha, Nebraska, USA", USA,Red,False,Heavyweight,MALE,3,0,1,0,55.0,0.57,0.0,1.0,1.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,1.93,1.93,109.77,0,1,0,15.0,0.468,1.8889,0.2222,0.222,3,3,14,0,1,0,0,2,3,0,6,Orthodox,2.11,2.13,120.2,23,27,0,0,-2,-5,3,-12,0,-1,-3,-17.78,-20.32,-4,40.0,-1.8889,0.7778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,2.0,232,8.87,137.0,249.0,-1,1,-112.0,9,1,0.01291248206599713,0.0014347202295552368,0.011477761836441894
Diego Sanchez,Jake Ellenberger,696,"Omaha, Nebraska, USA", USA,Blue,False,Welterweight,MALE,3,0,5,0,20.6667,0.46,0.5,2.3333,0.677,5,1,13,0,0,1,0,3,0,1,5,Orthodox,1.75,1.8,77.11,0,2,0,34.9375,0.408,0.8125,1.375,0.307,6,4,43,2,0,1,6,5,0,0,12,Southpaw,1.78,1.83,77.11,30,26,0,3,-1,-7,3,-30,-2,-1,0,-2.54,-2.54,4,-14.2708,-0.3125,0.9583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,349.0,151.0,2,4,198.0,16,6,0.02295552367288379,0.00860832137733142,0.014347202295552369
Aaron Simpson,Ronny Markes,696,"Omaha, Nebraska, USA", USA,Blue,False,Middleweight,MALE,3,0,1,0,40.0,0.76,0.0,6.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,1.85,1.9,83.91,0,3,0,40.375,0.521,0.375,3.125,0.436,3,2,20,0,0,1,3,2,0,0,6,Orthodox,1.83,1.85,77.11,37,23,0,-2,-2,-5,2,-17,0,-2,0,2.54,5.08,14,-0.375,-0.375,2.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,3.0,300,15.0,130.0,185.0,-1,1,-55.0,8,1,0.011477761836441894,0.0014347202295552368,0.010043041606886658
Stipe Miocic,Philip De Fries,696,"Omaha, Nebraska, USA", USA,Red,False,Heavyweight,MALE,3,0,1,0,14.0,0.6,0.0,3.0,0.6,1,0,3,0,0,0,1,0,0,0,1,Orthodox,1.96,2.08,113.4,0,1,0,68.0,0.47,0.0,4.0,0.57,1,0,3,0,0,0,1,0,0,0,1,Orthodox,1.93,2.03,108.86,29,25,0,0,0,0,0,0,0,0,0,2.54,5.08,4,-54.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,1.0,43,0.72,130.0,102.0,1,1,28.0,1,1,0.0014347202295552368,0.0014347202295552368,0.0
Norifumi Yamamoto,Vaughan Lee,706,"Saitama, Japan", Japan,Blue,False,Bantamweight,MALE,3,1,0,0,29.0,0.51,2.0,4.0,0.44,0,1,3,0,0,0,0,0,0,0,0,Orthodox,1.68,1.68,56.7,2,0,0,15.5,0.385,0.0,0.5,0.125,0,2,6,0,0,0,0,0,0,0,0,Southpaw,1.63,1.68,61.23,34,29,1,0,0,0,1,-3,0,0,0,5.08,0.0,5,13.5,2.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,1.0,269,4.48,105.0,112.0,-4,-2,-7.0,2,1,0.002828854314002829,0.0014144271570014145,0.0014144271570014145
Tiequan Zhang,Issei Tamura,706,"Saitama, Japan", Japan,Blue,False,Featherweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.65,1.6,61.23,1,0,0,3.0,0.235,2.0,0.0,0.0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,1.73,1.78,70.31,33,27,1,0,-1,-1,1,-4,0,0,-1,-7.62,-17.78,6,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,2.0,32,5.53,140.0,0.0,-1,0,140.0,2,0,0.002828854314002829,0.0,0.002828854314002829
Takeya Mizugaki,Chris Cariaso,706,"Saitama, Japan", Japan,Blue,False,Bantamweight,MALE,3,0,1,0,54.3333,0.49,0.3333,1.0,0.303,1,1,9,0,0,1,1,0,0,0,2,Southpaw,1.6,1.6,56.7,0,1,0,42.3333,0.383,0.0,1.6667,0.667,1,1,8,0,0,1,0,1,0,0,2,Orthodox,1.7,1.73,61.23,28,30,0,0,0,0,0,1,0,-1,0,-10.16,-12.7,-2,12.0,0.3333,-0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,154.0,112.0,0,0,42.0,3,3,0.004243281471004243,0.004243281471004243,0.0
Riki Fukuda,Steve Cantwell,706,"Saitama, Japan", Japan,Red,False,Middleweight,MALE,3,4,0,0,40.6,0.338,0.4,0.4,0.228,1,4,13,0,0,0,0,0,1,0,1,Orthodox,1.88,1.9,83.91,1,0,0,28.0,0.34,0.0,6.0,0.66,0,1,3,0,0,0,0,0,0,0,0,Southpaw,1.83,1.85,83.91,31,25,-3,0,1,1,-3,10,0,0,1,5.08,5.08,6,12.6,0.4,-5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,364.0,140.0,-2,-4,224.0,1,5,0.0014144271570014145,0.007072135785007072,-0.005657708628005657
Anthony Pettis,Joe Lauzon,706,"Saitama, Japan", Japan,Red,False,Lightweight,MALE,3,0,2,0,12.0,0.475,1.8182,1.4545,0.484,3,3,18,0,0,0,0,2,6,0,8,Orthodox,1.78,1.8,70.31,0,1,0,17.5,0.355,0.5,3.0,0.33,1,1,6,0,0,1,0,0,0,0,1,Orthodox,1.78,1.83,77.11,25,27,0,1,2,7,-2,12,0,2,6,0.0,-2.54,-2,-5.5,1.3182,-1.5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,1.0,81,1.35,140.0,140.0,-1,1,0.0,2,11,0.002828854314002829,0.015558698727015558,-0.012729844413012729
Takanori Gomi,Eiji Mitsuoka,706,"Saitama, Japan", Japan,Red,False,Lightweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,1.7,1.73,65.77,2,0,0,10.75,0.21,0.0,0.0,0.0,1,3,7,0,0,0,0,1,0,0,1,Southpaw,1.7,1.78,70.31,33,36,2,0,-1,-1,3,-7,0,-1,0,0.0,-4.8,-3,-10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,2.0,141,7.35,154.0,0.0,-5,0,154.0,4,0,0.005657708628005658,0.0,0.005657708628005658
Yoshihiro Akiyama,Jake Shields,706,"Saitama, Japan", Japan,Blue,False,Welterweight,MALE,3,2,0,0,34.6667,0.267,0.0,1.3333,0.087,1,2,9,1,0,1,0,0,0,0,1,Orthodox,1.83,1.83,77.11,3,0,0,33.25,0.283,0.25,2.0,0.438,1,3,10,0,0,1,0,0,0,0,1,Orthodox,1.78,1.85,77.11,36,33,1,0,0,0,1,-1,1,0,0,5.08,-2.54,3,1.4167,-0.25,-0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,203.0,161.0,-6,-3,42.0,4,3,0.005657708628005658,0.004243281471004243,0.0014144271570014147
Yushin Okami,Tim Boetsch,706,"Saitama, Japan", Japan,Blue,False,Middleweight,MALE,3,0,2,0,29.0,0.513,0.5,1.875,0.27,2,3,18,0,0,0,3,2,0,0,5,Orthodox,1.83,1.88,83.91,1,0,0,28.8462,0.398,0.6154,1.4615,0.392,4,3,36,1,0,1,5,3,0,1,10,Southpaw,1.88,1.9,77.11,30,31,1,2,-2,-5,0,-18,-1,-2,0,-5.08,-2.54,-1,0.1538,-0.1154,0.4135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,3.0,54,10.9,182.0,154.0,0,1,28.0,13,8,0.018387553041018388,0.011315417256011316,0.007072135785007072
Frankie Edgar,Benson Henderson,706,"Saitama, Japan", Japan,Blue,True,Lightweight,MALE,5,0,3,0,53.6667,0.457,0.6667,4.0,0.677,3,0,9,0,0,0,3,0,0,0,3,Southpaw,1.75,1.78,77.11,0,1,0,57.5455,0.436,0.3636,3.1818,0.282,5,2,37,4,0,0,6,2,1,0,9,Orthodox,1.68,1.73,65.77,30,28,0,2,-2,-6,2,-28,-4,-2,-1,7.62,5.08,2,-3.8788,0.303,0.8182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,5.0,300,25.0,140.0,105.0,3,3,35.0,11,3,0.015558698727015558,0.004243281471004243,0.011315417256011314
